tweet,label
@USER Canada doesn’t need another CUCK! We already have enough #LooneyLeft #Liberals f**king up our great country! #Qproofs #TrudeauMustGo,Harmful
@USER I wasn't given the option to stay home and stack money but I always tell people if the opportunity is given take it 🤷🏾‍♀️   Shit hell out here,Harmful
@USER I love you bitchhh I aint never gonna stop loving you.... bitchhhhhh,Harmful
@USER He is starting to tweet nonsense like Mango Mussolini,Harmful
@USER @USER @USER oh!!! she looks amazing thank u!! 💖,Harmless
@USER You rock Laura.  We need the Rinos exposed.  They are hiding behind Republican status.  We need new blood in November.  It has to continue to 2020.  MAGA  Our forefathers would want us to save our Country.,Harmless
@USER Same tbh Could they just stop spreading rumors and false news? We are hurt enough we dont need all this shit,Harmful
@USER From a man (fast and furious) was held in contempt,Harmful
@USER This is why women lose their credibility- she was empowered??? Ohhhh Me too! These women and liberals have high-jacked the movement for women who really have been abused. Disgusting,Harmful
@USER This is like when shitty restaurants advertise their “voted #1 world famous crabcakes” but nobody can tell you who voted and nobody who lives outside a 10-mile radius has ever actually eaten there.,Harmful
@USER Really another one holy crap wow all brought to you by the Liberals.,Harmful
@USER Rep Maxine Waters has been threatening violence on you the President and vise President. How come she is permitted to do this. Is the DOJ and Washington capital Police sleeping?? Why are all democrats above the law? This is a crime! URL,Harmful
@USER  If you think Conservatives are going to believe a wacko liberal you are sadly mistaken.  We see right thru your lies.  Judge Kavanaugh is a great person and the best thing for this country.  You on the other hand are a disgrace to the United States &amp; women.,Harmful
@USER @USER #maga = Many Are Getting Arrested,Harmless
@USER Exactly! Ford is just a damn pawn for the Baby-Adults of America / aka Democrats. #SheIsALiar 🤥- I ❤️ that Conservatives will control the highest court for 20+ years.,Harmless
@USER @USER He is. We’ve been saying it for years. Uncle Christopher is Tristan while Aunt Carla is Bickle.,Harmless
@USER WHAT I SAY ABOUT BEING A LITTLE PUSSY AND SAYING SHIT BEHIND PEOPLE'S BACK,Harmful
@USER @USER @USER That’s a people Chicago hell gun control works in their town,Harmful
@USER @USER He is with her. Trust that Jesus has her in the Palm of His Hand. #JesusITrustInYou Bless you!,Harmless
@USER @USER Because he knows he is going to Jail soon,Harmless
@USER You are lying. Stick with the facts. We pay more than that now.,Harmless
@USER @USER @USER @USER @USER Sir I know the difference pretending to be someone else is lying who you are the age where you from etc etc etc. but thats not the point the point is a lot of people are doing both and they been doing it since forever to kill their victims. And it sucks!!!,Harmful
@USER @USER Never heard of this guy.,Harmless
@USER Why aren’t you speaking out against the injustices that are still occurring to the Windrush generation/black Britons whose records Theresa May destroyed as Home Secretary and whom now she is deporting as prime minister? #InstitutionalRacism,Harmful
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER You didn’t read the whole thing most white mass shooters aren’t even considered terrorism because there’s no “political” agenda to their murder like Dylan roof,Harmful
@USER @USER She either testifies or shuts up.She is either a fraud or a false memory person.When you have been raped you never forget it ever.,Harmful
"@USER @USER @USER @USER @USER Now I know you're having a laugh. Do you really believe that the media aren't picking on him? As for getting his shit together"", what ""shit"" would that be?""",Harmful
Lying to the FBI is a crime @USER @USER @USER @USER @USER @USER @USER #MAGA #MAGAts URL,Harmless
@USER Eject him from the Senate. What rule will he break next time. If you can’t follow rules you shouldn’t be a Senator.,Harmless
@USER fuck russ 110%,Harmful
@USER Happy now liberals!,Harmless
@USER @USER @USER @USER @USER @USER @USER Maybe stop attacking Conservatives and you might find they don’t retaliate.,Harmful
@USER @USER @USER Fucking glory hunters,Harmful
@USER Breitbart must be hacked! Your headline says it all.,Harmful
@USER @USER @USER @USER @USER @USER Anonymous has always been a resistance tactic/idea. It doesn't matter who is leading they are an enemy since Anon doesn't take political sides. There are Anons who support the idea of Antifa and there are those who don't. But no one speaks for the entirety of Anonymous.,Harmless
Willie’s hurtful response to his former fans who have quit him in droves over of his support for that little hippie Beano. #MAGA @USER URL,Harmful
@USER @USER @USER I like carol she is funny 😂😂,Harmless
"...We can no longer sit on the sidelines and remain silent on this issue."" - Chip Bergh, chief executive @USER   This is what #PeopleOverProfits looks like. 👏 URL",Harmful
@USER @USER No. I think he knows @USER is going to lose anyway and he has nothing to lose in this battle. He is like a suicide bomber can only think tactically unfortunately he can only lie to stay in news.,Harmful
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER No he is the the bodyguard....,Harmless
"@USER Gun control measures?  As in Fast and Furious"", where you directed FFL dealers to violate the law and allow straw purchases?  Where you knowingly allowed firearms to be sold to criminal organizations?""",Harmful
.@USER is trying to negotiate a deal that satisfies the @USER She can’t achieve it.  .@USER would negotiate a deal for the country.  It’s time for this coalition of chaos to fall.  .@USER is ready to serve in the interests of the many not the few!,Harmless
@USER @USER Stop Collins. There is someone who will support woman. @USER  Dr Cat London. She is opposing Collins and we can end the BS. All she needs to do is clean out her desk and go home.,Harmless
@USER @USER Hi there! We love what a huge fan of Camila Mendes you are! Would it be alright if we used your tweet about her in our promotional material?,Harmless
"29. @USER Listened To The Liberals; Democrats And Their Bed-Buddies In the MSM DEMAND Transparency"" From the @USER   Well, Your About To Get A YUGE Scoop Of ""Transparency"" From him. Like I Said In the Start of This Thread: Be Careful What You Wish For.  ~End. URL",Harmful
@USER pres trump has the right to release classified docs if it proves this investigation was biased before it began. Its almost 2 yrs later and mueller has nothing on trump. Damage of his presidency has occurred due to the liberals who are against him,Harmful
@USER Damn is she ugly!!!!,Harmful
@USER She is gorgeous,Harmless
@USER @USER Not one for anything to do with RUSSIAN COLLUSION which BTW is not a crime most b4 they knew DT. The ones who copped out only did so 2 save their ass. I'm just curious why none of u self righteous ppl had a problem w/ all HRC &amp; BO crimes lies spying etc? Hypocritical I'd say.,Harmful
@USER You are that mean ass cousin we all hate lol,Harmful
@USER @USER And yet he is allowed to. Congress is supposed to be a check on this clown. If we get control of Congress you folks have to write some laws to prevent this happening again.,Harmful
@USER The liberals are the ones arguing to take away our rights,Harmless
Remember. Just like we tried to tell you. You don't hear from Roy Moore's accusers anymore. They're running the same play. #ConfirmKavanaugh #MAGA #ChristineBlaseyFord,Harmless
"@USER @USER This is absurd. Read more about the history, politics, and true belifs of fascism. Antifa do not/cannot do the bidding of ruling class because that's what fascism is for aka bootlickers. And u.s. liberals"" have always been right leaning.""",Harmless
@USER She is Real Rocky 🔥🔥🔥 Oh My God !!,Harmless
@USER The only thing i didn’t agree with was the match point he was following the rules i think this was more about her sex honestly all she did was call him a thief and he penalized her shit was wack,Harmful
@USER And who gives a shit,Harmful
@USER @USER Is no one considering the fact that Russia might be using Antifa to spread black propaganda??? Remember the Berlin Wall???,Harmful
@USER @USER @USER Do yourself a favor and watch this @USER There is still time for you to spit that kool aid out and pay attention to what is happening. You right leaning conservatives are so brainwashed it is sickening.,Harmless
@USER @USER So you are going to deflect away from nearly 3000 dead due the the lack of post hurricane support from the Trump administration by using the deportation of a single 92 year old man? You sir are the offensive one.,Harmful
@USER We have the real facts......you suck pussy grabber MOTHER Fucker,Harmful
@USER This president is such a idiot I wish some one would tell me why and how he is still in office! God help those being hit by this storm ! Lord knows they will not need paper towels thrown at them !!,Harmful
@USER @USER @USER How could anyone want to vote for a Democrat who wants open borders and gun control,Harmless
@USER HYPOCRITE!! You run a commercial about ur support for gun control &amp; protecting kids showing ur kids. Really! U support ABORTION. What’s the difference in that and a gun? They BOTH KILL! @USER @USER @USER @USER @USER,Harmful
@USER @USER Oh Yes. He is a coward.,Harmful
@USER @USER I am Canadian  .. Live in the us and am ex 🇨🇦 special forces. I've handled everything from a bb gun to 155 mm howitzer (😁😁) and tow missles and anti tank weapons.   the US (lack of) gun control is by far the fucking stupidest part of this country!   Too many morons with guns,Harmful
"@USER Step 1: Approach the fascist from behind.""  I see two problems with this, the first being that it would require the antifa member to recognize their own projection.""",Harmless
@USER All Trump's fault I guess URL,Harmless
@USER I hope the fuck not,Harmful
@USER And Nero Goodell fiddles while the @USER burns.  Glad I took up golf.  #BoycottTheNFL #BoycottNike #JustDont,Harmless
".@USER @USER and @USER MP @USER praises the 'innovative #publicsector thinking' of @USER this week in @USER  If Britain is to prosper in the 21st century, it is through embracing the #digital economy"" ➡️ URL URL",Harmless
@USER @USER The Democrats of California spray chemicals of the central coast of California to magnify the sons intensity so the asphalt with Carrie he is slowly dehydrate the region to bring down property value so Democrats can charge conservatives on water,Harmless
@USER Vote for Ted Cruz! #MAGA #BuildThatWall,Harmless
@USER You are awfully quiet.😪,Harmless
@USER @USER @USER He is.,Harmless
A new bill aims to send masked Antifa activists to jail for 15 years @USER URL  40 years!!!!!!,Harmless
@USER Not really. Gun control limits one capability to personally safety. It makes it even harder for good people to buy guns legally. It will even make it hard for women to obtain guns for self defense. Just keep a simple background check system we already have.,Harmful
@USER @USER What do you expect from a man that claims He is the Christ Vicariously He's a liar and the leader of liar's serving his father the author of all lies.,Harmful
@USER We are so glad we don’t know anyone like those miscreant. Pitiful bunch.,Harmful
@USER @USER Because you advocate for  -gun control -mass immigration  -cultural Marxism   You’re a tool for Jewish Globalists,Harmful
@USER @USER One mans evening is another's morning depending where you are XD  It's just about 8:30 in the morning here.,Harmless
@USER @USER It's a pretty awesome movement. Imagine if all men's rights wanktavists just fucked off to the woods and spared everyone their bullshit? There'd be fewer abusuve relationships and messed up kids. The sooner all the men like that go their own way into the fucking sea the better.,Harmful
@USER Exactly so shut up,Harmful
@USER Did she make some sort of sexual or foul joke? Liberals really like making her do that,Harmful
Alaye turn if your maga don pay,Harmful
@USER who held majority in the house and senate and who still does?  Obama said himself that elections have consequences   might want to thank Harry Reid and every senator that voted to end filibuster,Harmless
@USER @USER @USER @USER It’s good to know there’s always a second option.,Harmless
@USER @USER @USER Brains and beauty. Love her show. Now she is on prime time Oct 15th. I get to watch the whole show. Yay!,Harmless
@USER We are “Casually fucked”,Harmful
@USER I feel you dude it Fucking sucks,Harmful
@USER Antifa log tosser. URL,Harmless
@USER Poorly worded but he's not talking about the actual shooting. He means the aftermath with the gun control aspect.,Harmful
@USER @USER @USER So you’re saying all people who were opposed to the Democrats and Antifa in Charlotte were Nazis? Is that your claim?,Harmless
@USER keemstar said he is not paying he just wanted his sever on rust popin I said pay him or the ooks will come for you on rust😂,Harmful
@USER Diversity = Success?  LMAO,Harmless
@USER You know as well as I do that race hustling is all the liberals have.,Harmless
@USER @USER You are part of the problem. You are the racist.  Wanna address this ? @USER  @USER,Harmful
@USER Hmmm...they piss off the portion of the population that actually supported football and are shocked their numbers took a nose dive?  Shocking!,Harmful
@USER It's a political hit job gleefully pushed by #FakeNews @USER  and their puppet little Jimmy @USER Liberals always finding new lows!!!,Harmless
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Alt Right &amp; Antifa are for cowards. #Fact #TuesdayThoughts   URL,Harmless
@USER There were no good people on the side of white supremacy. The good people on both sides that Donald Trump referenced were those who the media purposefully ignored who were there on both sides of the removal of historical monuments that had nothing to do with KKK or Antifa,Harmless
@USER @USER @USER Violent liberals ANTIFA with their KKK hoods beating up strangers they know nothing about is exactly what comes to mind when dems say they care about anything. Either you care about human life or you have people beat up. My black conservatives friend has been attacked by them.,Harmless
@USER @USER Further proving that #LiberalismCausesMentalRetardation and #Feminists are a cancer on the American Republic,Harmful
@USER EXPOSE these demons violating our Constitution with violence &amp; threats to run govt instead of winning at the polls! Name them domestic terrorists &amp; jail them all.,Harmful
"@USER @USER @USER @USER @USER @USER Nobody wants to take your guns, we just want gun control of what guns we will allow you to have"".""",Harmful
Opportunist to the max. An evil lier also. URL,Harmful
@USER Its clear you wouldn't listen anyways since you are more interested in arguing over the non existent racism of that tweet rather than calling out the ignorant white girl on display,Harmful
@USER No nigga,Harmful
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Hahah yes because trump beat Obama in the election 🤣,Harmless
@USER I stand with you 🐕🇺🇸🇺🇸🇺🇸MAGA,Harmless
@USER @USER Looks like he is urinating in the water,Harmful
@USER He is 100% and ballin',Harmless
@USER @USER is a blight on womanhood.  Grow up.,Harmful
@USER Wayne say he trying out do drake so this shit gotta be decent at least!,Harmful
#PresidentMaduro Feasts with #SaltBae as #Venezuelans Flee #Starvation! @USER I give you... your #socialist heaven...! URL URL #BBC #SKY #LBC @USER @USER #Labour #LabourParty #JeremyCorbyn @USER @USER #USA #Venezuela,Harmless
@USER At least he's not a coward like you.  What's your platform?  Where's your donor list?    #BernierNation It's time conservatives did the right thing.,Harmful
@USER Just listening to Juan Williams on the FIVE drives me crazy.  He is such an ignorant man.  Where does this man get his facts?  Thank GOD for Jesse Waters and you ladies!,Harmful
@USER I know what that storm is gonna do...but those photos are just the shit bro.,Harmful
@USER @USER That nigga snitched and added spice on top of his snitching,Harmful
@USER Although I think that Carter was a decent man he was without a doubt the 2nd worst president in my voting history.    44 was the worst if there was any question.,Harmful
@USER @USER I'm waiting for the liberals to squeal that those sandwiches could feed poor families,Harmful
@USER @USER The one where democrats have controlled major cities for so long they’ve bankrupted them and left the minority’s and others in such desperation that crime is their only alternative to life. Instead of hand outs maybe they should teach a better way.,Harmful
@USER Breitbart has become neocon Establishment and is Fake News the worst of the lot is Alex Marlow a total loser . Watch or listen to Fault Lines with Stranahahn and Nixon instead probably the best show of its kind. Stranahahn fired by Breitbart for being too good.,Harmful
@USER The interview is an important part of the hiring process. And selling yourself may not come naturally. Let's make sure you're fully prepared: URL ^TN,Harmless
@USER @USER Dr Merck just following orders. Abysmal little pharma troll he is.,Harmful
@USER Poor Germans...they have  refugee violence and antifa violence..it must be nice to live in Germanistan.,Harmful
@USER Then why are you pretending to be something your not???You are a phony and all your lies won't change that!,Harmful
@USER @USER He is a coward. He goes after countries that are peaceful and humane.  He perceives that as a weakness.  He loves Putin and Kim Jun Un because they are the “tough guys”. Like in high school.  He wants to be a tough guy by bullying those who have a soul.,Harmful
#Nikes attempt to alienate more than half the country grabbed so much attention nobody noticed Levi’s going full gun control and partnering with the clowns from Everytown. If a leftist company goes Woke and nobody notices does it make a sound?,Harmless
#Kavanaugh on gun control again raises his residence in the dangerous DC area. His exposure to gun violence in Bethesda is like calling yourself gangsta because you live in Beverly Hills.,Harmful
@USER in the fake national emergency that was created by conservatives for their nwo bullshit,Harmful
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Lies on top of lies that is the antifa and democrats way,Harmless
@USER @USER This guy Kerry is one do nothing damn politician where does he get off going over sea's and trying to undermined our President now this is a Traitor for sure you better watch this S.O.B. !,Harmful
The GOP has two choices: 1) Confirm Kavanauh &amp; possibly lose the house. 2) Dump Kavanauh definitely lose the house &amp; have their supporters #WalkAway   #MAGA  #DoTheRightThing  #ConfirmKavanaugh,Harmless
@USER @USER Liberals are using a sexual assault claim as a political tool. Let that sink in.,Harmful
6. She's a fucking icon. a legend. a genius. THAT BITCH.   SHE IS QUEEN.  👑👑👑👑 @USER #NickiDaGOAT URL,Harmful
@USER @USER @USER No he didn't. He said I'm sure there is fine people on both sides. Do you disagree with that or are you one of those far left people who think all conservatives are racists. Antifa is a terror group that uses violence against innocent people who think differently.,Harmful
@USER There is almost no one that liberals won't insult in defense of their ideological agenda,Harmless
@USER @USER Trudeau and the metoo movement hahaha. He is on the wrong side there. Funny how questions never went anywhere with Trudeau.,Harmful
@USER For what??? Lies and rumors being spread by liberals with their known pattern? Hell NO.,Harmful
@USER @USER Kavanaugh was on the short list over a year ago. If liberals think this is a good idea just imagine how many people in the future with zero evidence 30+ yrs later including where and year can accuse people then ruin their lives including these liberals and politicians.,Harmless
@USER He’s going to end up having a massive heart attack and never find out how the election went.,Harmless
@USER Had to create a whole fake page just to talk  shit. 🙄 sis is really just miserable #sad,Harmful
@USER Everyone saying Fuck Russ dont know a damn thing about him or watched the interview 🤷‍♂️🤷‍♂️🤷‍♂️,Harmful
@USER @USER My sister is in G’ville. Says she is going to text you,Harmless
@USER @USER Those fucking calves man 🤤,Harmful
@USER @USER @USER If so why do Democrats continue to say he is a rapist? Why do you Democrats say Republicans allow a rapist to be president?  He isnt unscathed.,Harmful
@USER @USER @USER Where is VAN? She is ARMY who need to shazam the most you know... 🔍🐾🐶🐾🔎,Harmless
@USER Time to take this twt down. Is there anyone in our team with an ounce of guts?. @USER @USER,Harmless
1// Yal stupid people tell me to “back off cause he is like obsessed” BITCH who has been to all the football games. Walks to class. Does literally everything for them. Knows exact dates and numbers for everything me. Only reasons I’m not competition cause she ain’t gay,Harmful
"@USER @USER @USER Actually, since you believe blindly when it's what you want to believe, you would've learned"" it is a free speech symbol due to social media platforms censoring conservatives. It shows who is being censored. You wouldn't know that or care. Bet if were being censored you would.""",Harmless
@USER Googlers are weird fear mongers #MAGA,Harmless
@USER @USER She is in witness protection. I wish this cow had a mobile phone so she could call other cows and share her escape. #GoVegan,Harmful
@USER This all I get 😢 damn these haters deleting you IG for no reason... URL,Harmful
@USER #MAGA aint gonna like that,Harmless
@USER Niggas say anything,Harmful
@USER @USER Are u living in Gaza? Cos I don't think you are,Harmless
@USER I hope it shows how to plug a bullet hole? People are getting fed up with mommy warriors and bad things are going to happen to Antifa soon if they are not reigned in,Harmful
@USER @USER He's a crook #TrumpTime URL,Harmful
@USER And the liberals wonder why we don't want transgenders  in our bathrooms?,Harmful
#Taxpayers Funded ‘Unprecedented‘ #Armed Protection for #GunControl Sen. #KamalaHarris | Breitbart URL via @USER,Harmless
@USER And We Deplorables will use the 2A to keep our democratically elected President in Power.  How about that,Harmless
@USER @USER how the fuck is puting raven with derrick and dan and dr. will saying she's a mastermind when she didn't do shit put bitch about being sick and being annoying and boring. take raven out and put tyler in. he is playing a great game even the  great player who won said he's good,Harmful
@USER “It’s only sexual assault when the other does not agree with what he is feeling.”  He said before picking up the pace his foot turning and pushing against his cock while his big toe and other toe lift up the glands.   “Mm”,Harmful
@USER You already know he is 😂😂😂 and then blown coverages that gave Ole Miss TD,Harmless
@USER The real reason they want gun control.,Harmless
@USER Eye just want rice Lmfaoooooooo,Harmless
#MichaelChe THIS GUY thunks only White Repubs &amp; crackheads Thank Jesus Guess you don’t like Christian’s money do you buddy?! Good luck Mike trying to have a lavish style off the backs of liberals 😂😂 URL @USER 👎🏼,Harmless
@USER @USER He needs more “gun control!” 😂,Harmless
@USER @USER @USER He is embarrassing and just as low a human as possible to diminish the loss of life of the elderly.,Harmful
#Leftists and #Commies in the #USA are going to get a little bit riled up me thinks?!  😆  #MAGA #MBGA #MCGA #Socialists #Lefties #Conservatives #Patriots #MEGA #Trump #Democrats #Republicans URL,Harmful
$$$$➖👉🏿Gun Control Groups Putting Millions Into Elections URL,Harmless
@USER I’ve been following this doll since 06 and he is a STAR. I love you 😍,Harmless
@USER @USER @USER @USER Totally fair. But the times it's happened to Serena in very important grand slam matches at the same slam. I get why shed be emotional. We're not in her shoes. Every match she is expected to win and it's clear she's not handling her nerves well anymore in these matches.,Harmless
@USER @USER @USER @USER Yes. Including the staff and the bureaucracy.,Harmless
@USER @USER Unfortunately gun control is long game and the house always wins.,Harmful
"@USER A much more traditional"" take on the Lois &amp; Clark dynamic is showing up in Tom King's Superman 100-Page Giants at Walmart. I would recommend it. She is not SUPER-heavily featured in the first issue but she is well-treated.""",Harmless
@USER @USER you are that special case that gets away with introducing an innocent child(you own) to hate. bravo,Harmless
#illegalaliens don't get #Constitutional rights URL #tcot #AmericaFirst #SanctuaryCities #Conservatives #law #Lawyers #thewall #Trumpwall #Wall,Harmless
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER She looks like she is planning a sneak attack 😅,Harmless
@USER @USER Not to mention the outrageous amount of taxpayer dollars spent on her for this Taxpayers Funded 'Unprecedented' Armed Protection for Gun Control Sen. Kamala Harris | Breitbart URL via @USER,Harmless
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Yes kill em with kindness.  Let POTUS and the military/LEOs handle the violence. URL #NowWatching,Harmful
@USER @USER @USER @USER Shes a liberal all she has to do is disagree with you on one thing to determine that you are a terrible person. Remember liberals talk from their high horses of superior morality.,Harmful
@USER Lol he is legit,Harmless
@USER @USER Is he crazy? Where is SS detail.. How are they making sure some crazy liberal with a gun doesn't show up?,Harmful
@USER @USER This is what happens when you tell white liberals that they don't get to congratulate themselves on how woke they are until they put their money where their mouth is. That simple fact of life breaks their brains.,Harmless
@USER You said it. They're trying to prove that cheepika is goddess and everyone else has nothing to offer. It tells everything about how insecure they are as fans. Now their target is alia because they know how good she is. Alia being so good is threat to their so called goddess.,Harmful
20 more votes for #Democrats &amp; let's see... How many murders of #Conservatives #justsaying URL,Harmful
@USER He is! Talking about “ I don’t need excuses I just need my money” 💀😂,Harmful
@USER Unless he is like that old skin bag Cher.  She just coming back and coming back. #stretchedface,Harmful
@USER @USER He is a joke.,Harmless
"1/5 Several women MPs key in 1990s gun control debate in Canada. Min of Justice @USER did heavy lifting for @USER In introducing 1991 gun law she said Gun control works. It is probably the oldest and most effective form of crime prevention law..."" #cdnpoli #cdnhist URL",Harmful
@USER @USER When tRUmp posts shit like this you know that he is distracting from something else that is going on. #Distractification,Harmful
@USER @USER I'll answer for You!!  when you have a different opinion to them you're a racist...when they lose an argument you're a racist...if you love Britain you're a racist...liberals are week people...it takes a strong person to to not be one of the sheep,Harmful
@USER @USER Excuse me? They got what they had before the hurricane.  Expecting tract houses when you had lean to's and expecting honorable people likeTrump with the corruption they continue to vote in?!? Wake up.  He is flushing the swamp here and they need to flush their swamp there.,Harmful
I'm Assuming I'm Not Going to Get an Answer': Brainless  #Liberal Stooge Ocasio-Cortez  .@USER on $40T Policy Plan URL #WakeUpAmerica  THIS is NOT America's future VOTE Republican  or surrender America to these #DEM morons @USER #MAGA,Harmful
@USER when is enough enough? This is abhorrent and inexcusable. Your fearless leader seems to have forgotten that he is a public servant. URL,Harmful
@USER Trying to justify a death after the fact with a small amount of dope. Fuck. Stop fucking killing people. Get some damn gun control so cops don't feel like every house/apartment they go into could potentially have a gun. Scared people do unpredictable things.,Harmful
@USER Shes so old that shes been pushing gun control since the Lincoln assassination.,Harmful
@USER LOOK UP #Kavanaugh  STOP THIS SHIT!. #MAGA URL,Harmful
@USER @USER Liberals were holding that info in case President Trump declassified the Fisa documents. They are fighting fire with fire!,Harmless
@USER Exactly what I think.,Harmless
@USER @USER @USER @USER @USER A woman in my town honked at an asshole driver who cut her off. He followed her home and beat her with a crowbar.,Harmful
@USER Huh? I want gun control eliminated. I want ALL Americans to be able to keep and bear arms. If they abuse that right THEN deprive them of it.,Harmless
@USER Thats a good thing ...let just hope your gal frend has  a lawyer coz she is about to do some make over for yoll . URL,Harmless
@USER @USER Sounds to me like the Pope needs counselled on confession.,Harmless
@USER @USER @USER @USER So the NDP and Liberals are the same because they are both left? They are two way different parties. For example NDP is way more Socialist than the Liberals and lean way more left.,Harmless
@USER Neither does antifa,Harmless
@USER He should have done that with Obama,Harmless
@USER @USER Bitch shut up he building his self esteem,Harmful
"@USER If you are running for re-election on the economy, you're in big trouble. There are 2 things that don't add up in your great economy"" pitch &gt; wage growth &amp; the deficit. In other words, you're screwed. Update your resume. #NovemberIsComing""",Harmless
@USER @USER @USER @USER @USER @USER @USER @USER @USER I'll be running for the @USER selection.  Need to wait a few more weeks for that! 🙂,Harmless
@USER my Kitty you know that I love you and you are always in my minds😍🐱🤗,Harmless
@USER @USER  Republicans should make stand and demand proofs of any allegations by liberals.  Country has wasted too much time investigating back to back false allegations by liberals.  It has not left us any time to investigate their corruptions.,Harmless
@USER @USER of coarse he is alex and many other nation leaders are as we;ll lapdpgs URL,Harmful
@USER Cause who bitches be playing with 😭😭😭😭 god aint give me the gift for nothing,Harmful
@USER @USER Talk about the pot calling the kettle black... You should be ashamed of your cash payoffs to Iran &amp; of you helping Iran to become a necular power. It would be better if you just set your sales and gave us all a big wave goodby. @USER will clean up your mess. URL,Harmful
@USER @USER But we can do better. As evidenced by the Giffords Law Center study on Gun Control versus Gun Deaths. URL URL,Harmless
"@USER The letter could be seen as a dog whistle to ANTIFA to inform them about the event and jeopardize the safety of possible attendees.""  Except it was an internal email. How is that a dog whistle?""",Harmless
@USER @USER Crazy Frog is antifa that's canon,Harmless
@USER @USER Why do you have to bring race into this the real racist are Democrats and liberals like you.,Harmful
@USER LOL you escaped some shit then... even if I don't regret watching it for a minute. #LoyalWolf,Harmful
@USER As usual @USER doesn’t have a clue. The kids must make this shit up when he takes a crap since they are of the same consistency.,Harmful
@USER @USER @USER @USER this comment only shows that having refused to engage with facts you do the fascist antifa approach which is to use personal attack to try to bully your way into some mythical win. Research projection and stop doing it u look stupid now!,Harmful
"@USER @USER @USER @USER This year will go down in history. For the first time a civilized nation has full gun registration! Our streets will be safer, our police more efficient, and the world will follow our lead into the future! — Adolf Hitler, 1935 All gun control starts with safety"". It's all bs.""",Harmless
@USER @USER @USER s without even explaining yourself which makes me wonder why you think you are thinking logically. Again: I don’t take my news from Orban. You assumed that twice now which makes me believe you take your news from your favourite politicians. If you read any news apart from what Ow,Harmless
@USER @USER I can understand her wanting her title but all that whining and pissing and moaning stop talking and start getting it done enough already you're a coward when you got to beat somebody when they're not looking,Harmful
@USER @USER But that’s not convenient for Democrats who must destroy a man in front of his wife and children for the sake of power- Power that allows them to weaponize the FBI - CIA- NSA -IRS- all used against conservatives !!,Harmful
@USER @USER When the abuser projects... Look in the mirror Mark - you are crazy &amp; angry.,Harmful
@USER @USER @USER Thats the problem. He is not a slick talking politician,Harmful
@USER @USER So do you think she is a Christian?,Harmless
@USER @USER .@USER you want publicity? Try doing a video apologizing to your fans for kissing trump’s a$$ while burning that maga hat. Puhlease you were just apologizing to drake &amp; posting video of your daughter singing the Kiki song. So stop it. Nobody’s buying this album either URL,Harmful
1.Boris Johnson doesn't care about family. Forced abortion of his child by mistress. Daughter says he is a selfish bastard. Betrayed and divorced 2 women. #r4today,Harmful
"@USER GIVE ME A FUCKING MIC""""",Harmful
@USER @USER She is the most clueless defence minister ever only rivaled by anthony,Harmless
@USER @USER He’s made a gun control shift as well. Check his talking points from last cycle.,Harmful
@USER @USER Is he?  Does he know this?  You sure he's not out golfing??  Or maybe tweeting like a lunatic.  I bet he is planning his next #MAGADingDong rally.  He was never President.  You are just to brainwashed to realize that.,Harmful
@USER You are hilarious and way too good to me.,Harmless
@USER this is the guy who put us on the original 100 antifa in C'Ville and signed it 'you're welcome',Harmless
@USER @USER You are a bright star for Texas.,Harmless
@USER He's qualified. 😂😂😂😂,Harmless
@USER @USER @USER 2bn is notong term that shud b annually.,Harmless
@USER @USER Awewww u falling for back up after blocking people 😂😂😂😂 end of days my man their all going down this is day one give me a month and we will strip the fascist antifa and mugs like you of all secrecy,Harmless
@USER poor triggered snowflake. #MAGA,Harmful
@USER What the fuck game are you watching?,Harmful
@USER please don’t make the same mistake with #Kavanaugh! He is a perjurer who is also a Trump lackey. #VoteNoOnKavanaugh URL,Harmful
@USER Gawd help us.,Harmless
@USER Fake Queen!,Harmful
@USER Where is the fascist version of Antifa?,Harmful
@USER @USER Took you this long!! He is a beast and has been for yonks,Harmful
@USER @USER Fuck the Steelers bah on my mama that’s some racist shyt they doing don’t wanna pay that dude and call him selfish for not wanted to report,Harmful
@USER Are all you liberals idiots?,Harmful
